index,top_pairs,processed_func
75589,"[(182133, 15.828738350088067), (179192, 6.688510859321327), (179763, 4.65131709932116), (183211, 4.116730646459108), (181182, 4.108158430743249), (187118, 3.55140451011641), (180069, 3.2320210832768344), (180158, 3.110732346143802), (180068, 2.977092743666938), (179276, 2.9066660990152693), (183043, 2.4959028911001706), (180714, 2.4577734535064653), (182913, 2.4294552078341614), (181691, 2.4294552078341614), (187550, 2.3755867638799484), (179259, 2.3419884431984936), (180304, 2.278656462953716), (180745, 2.173116987191574), (187386, 2.1560425760401936), (182282, 2.141373040855745)]","static void hwahc_op_stop(struct usb_hcd *usb_hcd)
{
	struct wusbhc *wusbhc = usb_hcd_to_wusbhc(usb_hcd);

	mutex_lock(&wusbhc->mutex);
	wusb_cluster_id_put(wusbhc->cluster_id);
	mutex_unlock(&wusbhc->mutex);
}
"
87113,"[(180445, 51.912035209957416), (180447, 51.33951631043846), (180459, 43.01217471195757), (180464, 41.290844934549995), (180485, 31.371542942880883), (180471, 30.97675690168071), (180455, 27.707219345325235), (180453, 27.113450962680048), (180486, 24.79123924096416), (180444, 20.042843550970495), (180446, 20.007825372652796), (181711, 18.697080098277006), (180490, 16.03544859298241), (183997, 15.028708849977162), (177901, 14.838548261789525), (181478, 14.485776696765958), (187509, 14.294071277284562), (187508, 13.89375622286389), (177843, 13.46489263191391), (185962, 13.430817871466601)]","CJSON_PUBLIC(cJSON *) cJSON_CreateStringArray(const char **strings, int count)
{
    size_t i = 0;
    cJSON *n = NULL;
    cJSON *p = NULL;
    cJSON *a = NULL;

    if ((count < 0) || (strings == NULL))
    {
        return NULL;
    }

    a = cJSON_CreateArray();

    for (i = 0; a && (i < (size_t)count); i++)
    {
        n = cJSON_CreateString(strings[i]);
        if(!n)
        {
            cJSON_Delete(a);
            return NULL;
        }
        if(!i)
        {
            a->child = n;
        }
        else
        {
            suffix_object(p,n);
        }
        p = n;
    }

    return a;
}
"
147115,"[(186445, 8.796716971897842), (184938, 7.962170318529221), (184392, 7.637648485411079), (185950, 7.637520888165497), (185948, 7.57246976518923), (180920, 7.358124714331813), (186382, 7.347902608975803), (185949, 7.333348188135042), (184380, 7.2431042107113806), (187041, 7.123481433454687), (186595, 6.831535615470906), (186271, 6.824392566542086), (185728, 6.5485451207100365), (186755, 6.291874937019242), (186753, 6.291874937019242), (184381, 6.258386218140018), (186756, 6.020591938713907), (186603, 5.911402755825881), (186439, 5.825113911632558), (185991, 5.447839127749235)]","void DocumentLoader::CancelLoadAfterCSPDenied(
    const ResourceResponse& response) {
  probe::CanceledAfterReceivedResourceResponse(
      frame_, this, MainResourceIdentifier(), response, main_resource_.Get());

  SetWasBlockedAfterCSP();

  ClearMainResourceHandle();
  content_security_policy_.Clear();
  KURL blocked_url = SecurityOrigin::UrlWithUniqueSecurityOrigin();
  original_request_.SetURL(blocked_url);
  request_.SetURL(blocked_url);
  redirect_chain_.pop_back();
  AppendRedirect(blocked_url);
  response_ = ResourceResponse(blocked_url, ""text/html"", 0, g_null_atom);
  FinishedLoading(MonotonicallyIncreasingTime());

  return;
}
"
146810,"[(187044, 26.12713744542625), (184957, 21.128549728669896), (181318, 19.448761028292104), (187345, 18.959892402015576), (185663, 15.647061284898536), (183653, 15.39271818381074), (187127, 13.800311747591051), (184444, 13.714672714504381), (178020, 13.482018833819003), (186670, 12.991383710437477), (185962, 12.319419830190377), (181317, 11.753911603449573), (187040, 11.064956356214473), (187327, 10.568734134578404), (184434, 9.901714620764375), (187640, 9.87893503664978), (185033, 9.815187198243331), (180173, 9.732770981683228), (187041, 9.697952691364636), (186595, 9.694481115497348)]","void Document::ProcessBaseElement() {
  UseCounter::Count(*this, WebFeature::kBaseElement);

  const AtomicString* href = 0;
  const AtomicString* target = 0;
  for (HTMLBaseElement* base = Traversal<HTMLBaseElement>::FirstWithin(*this);
       base && (!href || !target);
       base = Traversal<HTMLBaseElement>::Next(*base)) {
    if (!href) {
      const AtomicString& value = base->FastGetAttribute(hrefAttr);
      if (!value.IsNull())
        href = &value;
    }
    if (!target) {
      const AtomicString& value = base->FastGetAttribute(targetAttr);
      if (!value.IsNull())
        target = &value;
    }
    if (GetContentSecurityPolicy()->IsActive()) {
      UseCounter::Count(*this,
                        WebFeature::kContentSecurityPolicyWithBaseElement);
    }
  }

  KURL base_element_url;
  if (href) {
    String stripped_href = StripLeadingAndTrailingHTMLSpaces(*href);
    if (!stripped_href.IsEmpty())
      base_element_url = KURL(FallbackBaseURL(), stripped_href);
  }

  if (!base_element_url.IsEmpty()) {
    if (base_element_url.ProtocolIsData()) {
      UseCounter::Count(*this, WebFeature::kBaseWithDataHref);
      AddConsoleMessage(ConsoleMessage::Create(
          kSecurityMessageSource, kErrorMessageLevel,
          ""'data:' URLs may not be used as base URLs for a document.""));
    }
    if (!this->GetSecurityOrigin()->CanRequest(base_element_url))
      UseCounter::Count(*this, WebFeature::kBaseWithCrossOriginHref);
  }

  if (base_element_url != base_element_url_ &&
      !base_element_url.ProtocolIsData() &&
      GetContentSecurityPolicy()->AllowBaseURI(base_element_url)) {
    base_element_url_ = base_element_url;
    UpdateBaseURL();
  }

  if (target) {
    if (target->Contains('\n') || target->Contains('\r'))
      UseCounter::Count(*this, WebFeature::kBaseWithNewlinesInTarget);
    if (target->Contains('<'))
      UseCounter::Count(*this, WebFeature::kBaseWithOpenBracketInTarget);
    base_target_ = *target;
  } else {
    base_target_ = g_null_atom;
  }
}
"
64293,"[(181257, 28.798911655784458), (180413, 28.380096379565188), (183356, 27.439555198100972), (183357, 26.794796007230026), (187487, 25.92841630467119), (178474, 24.63749918039159), (178697, 22.747433519178216), (179423, 22.228382815230177), (182087, 21.35709973469795), (187606, 20.84031433569586), (182432, 19.707560683658663), (187486, 19.556683696176385), (182088, 19.222411757476788), (179111, 18.22988422234811), (178894, 17.624289062758542), (187986, 17.393687706804645), (183061, 16.77332284910573), (187483, 16.680957445033336), (180350, 16.077267167798862), (183147, 15.909860805852988)]","static const char *set_limit_req_fields(cmd_parms *cmd, void *dummy,
                                        const char *arg)
{
    const char *err = ap_check_cmd_context(cmd, NOT_IN_DIR_LOC_FILE);
    int lim;

    if (err != NULL) {
        return err;
    }

    lim = atoi(arg);
    if (lim < 0) {
        return apr_pstrcat(cmd->temp_pool, ""LimitRequestFields \"""", arg,
                           ""\"" must be a non-negative integer (0 = no limit)"",
                           NULL);
    }

    cmd->server->limit_req_fields = lim;
    return NULL;
}
"
95808,"[(180002, 71.33542635580669), (180003, 67.9495251592225), (180000, 65.11999202651295), (179875, 57.624151896101075), (178220, 24.137664322212547), (181666, 23.030205821571617), (179961, 22.421248046896547), (187601, 18.0113771807003), (182927, 17.041552562763254), (178566, 10.344000250855661), (177974, 7.834688097659185), (178493, 6.779804206094367), (182625, 6.668500513257479), (177973, 6.170231496303713), (178494, 5.68517900165246), (181871, 3.6580425367732192), (178346, 3.5405205734733087), (178327, 3.433022675902046), (178329, 3.3315220202190825), (178326, 3.3216326635180695)]","int FS_PathCmp( const char *s1, const char *s2 ) {
	int c1, c2;

	do {
		c1 = *s1++;
		c2 = *s2++;

		if ( c1 >= 'a' && c1 <= 'z' ) {
			c1 -= ( 'a' - 'A' );
		}
		if ( c2 >= 'a' && c2 <= 'z' ) {
			c2 -= ( 'a' - 'A' );
		}

		if ( c1 == '\\' || c1 == ':' ) {
			c1 = '/';
		}
		if ( c2 == '\\' || c2 == ':' ) {
			c2 = '/';
		}

		if ( c1 < c2 ) {
			return -1;      // strings not equal
		}
		if ( c1 > c2 ) {
			return 1;
		}
	} while ( c1 );

	return 0;       // strings are equal
}
"
16186,"[(177840, 6.272478084229761), (185476, 5.780819328147792), (181308, 5.776278699697409), (177813, 5.674200431803357), (187596, 5.610820695488171), (187839, 5.5652742679217955), (188338, 5.560296474836398), (178692, 5.488046549398909), (181478, 5.459310221792386), (178072, 5.459237887808893), (181150, 5.3729550792374825), (181472, 5.308925317047194), (180490, 5.2510711722172765), (182211, 5.240797258221046), (183997, 5.220505885070051), (183333, 5.215652859522104), (188306, 5.215495321898992), (187489, 5.212918147536911), (179114, 5.144015677056449), (181471, 5.0977994784834255)]","GahpClient::get_pending_result(const char *,const char *)
{
	Gahp_Args* r = NULL;

	if ( (m_mode == blocking) && (!pending_result) ) {
		for (;;) {
			server->poll();
			if ( pending_result ) {
				break;
			}
			if ( pending_timeout && (time(NULL) > pending_timeout) ) {
				break;
			}
			sleep(1);	// block for one second and then poll again...
		}
	}

	if ( pending_result ) {
		ASSERT(pending_reqid == 0);
		r = pending_result;
		pending_result = NULL;  // must do this before calling clear_pending!
		clear_pending();
	}

	return r;
}
"
65333,"[(181428, 11.55821272521588), (181313, 7.991847151143613), (180620, 5.8432747641291565), (180621, 5.642239546875076), (181327, 5.485463305469409), (181347, 5.343903526419547), (180690, 5.265465406886976), (180683, 5.237025258463331), (180694, 5.236105254643704), (180687, 5.202418130694401), (180680, 5.182507255145728), (180692, 5.182507255145727), (180619, 5.068462638561671), (180686, 5.033263994461853), (180677, 4.983015657407075), (180684, 4.949166358107626), (180699, 4.835282424928972), (180693, 4.790758549642341), (180698, 4.788305529523071), (180697, 4.685958318978778)]","nfsd4_getfh(struct svc_rqst *rqstp, struct nfsd4_compound_state *cstate,
	    struct svc_fh **getfh)
{
	if (!cstate->current_fh.fh_dentry)
		return nfserr_nofilehandle;

	*getfh = &cstate->current_fh;
	return nfs_ok;
}
"
11540,"[(181931, 33.5739176522087), (182253, 21.924847546390346), (187722, 20.083946455604355), (187728, 18.95418001637987), (181832, 17.99045097018537), (187713, 16.356593616705908), (178461, 16.231189492121658), (187796, 15.883938715489343), (182835, 15.133401745087182), (187749, 14.22827867766448), (184270, 13.938110466386355), (183339, 13.628580961695066), (181424, 13.357317514979355), (179986, 13.225487509545406), (182833, 13.190491825126907), (182745, 13.080533247869571), (182836, 13.0359602657349), (179330, 13.010213399886222), (181900, 12.973678740127454), (182876, 12.913392238346324)]","char* getlogname_malloc(void) {
        uid_t uid;
        long bufsize;
        char *buf, *name;
        struct passwd pwbuf, *pw = NULL;
        struct stat st;

        if (isatty(STDIN_FILENO) && fstat(STDIN_FILENO, &st) >= 0)
                uid = st.st_uid;
        else
                uid = getuid();

        /* Shortcut things to avoid NSS lookups */
        if (uid == 0)
                return strdup(""root"");

        if ((bufsize = sysconf(_SC_GETPW_R_SIZE_MAX)) <= 0)
                bufsize = 4096;

        if (!(buf = malloc(bufsize)))
                return NULL;

        if (getpwuid_r(uid, &pwbuf, buf, bufsize, &pw) == 0 && pw) {
                name = strdup(pw->pw_name);
                free(buf);
                return name;
        }

        free(buf);

        if (asprintf(&name, ""%lu"", (unsigned long) uid) < 0)
                return NULL;

        return name;
}
"
85128,"[(178925, 26.003691429381703), (182352, 14.92395820343955), (182543, 14.894483389713455), (178921, 9.941049580981364), (181130, 8.524229287123587), (181131, 7.378521267062429), (187839, 6.177175286264347), (188338, 6.158831209825417), (179486, 5.875738982389025), (179526, 5.86159171635743), (179042, 5.859685398723546), (178928, 4.678406573206809), (179617, 4.321619874759312), (179069, 4.286963954111286), (187210, 4.245992402109455), (179138, 4.1888743980187835), (183030, 4.140916833534073), (179437, 4.0221405508795005), (180393, 3.996974987734909), (179419, 3.9708712222371947)]","SYSCALL_DEFINE2(clock_settime, const clockid_t, which_clock,
		const struct timespec __user *, tp)
{
	const struct k_clock *kc = clockid_to_kclock(which_clock);
	struct timespec64 new_tp;

	if (!kc || !kc->clock_set)
		return -EINVAL;

	if (get_timespec64(&new_tp, tp))
		return -EFAULT;

	return kc->clock_set(which_clock, &new_tp);
}
"
175171,"[(183480, 12.619539400170476), (181171, 10.369890478041958), (184304, 9.958019279879334), (178162, 9.460777710241775), (178139, 9.264955640728346), (187510, 9.039261455257016), (183510, 7.780111835656231), (181641, 7.094686846653925), (183511, 6.9780186920753255), (187700, 6.931106766739747), (181363, 6.902161479346656), (178788, 6.565889084594137), (179336, 6.528249599151609), (187593, 6.433288237805591), (187785, 6.1865306497965955), (180583, 6.085179037962959), (187492, 5.814587782874696), (183479, 5.71572912640972), (185921, 5.607809877387864), (188188, 5.553746546503412)]","void NuPlayer::GenericSource::prepareAsync() {
 if (mLooper == NULL) {
        mLooper = new ALooper;
        mLooper->setName(""generic"");
        mLooper->start();

        mLooper->registerHandler(this);
 }

    sp<AMessage> msg = new AMessage(kWhatPrepareAsync, id());
    msg->post();
}
"
90792,"[(179096, 36.79977503290942), (182327, 35.02826908855117), (179089, 34.633814761486796), (182658, 32.358193048015096), (178320, 31.166694942179028), (181247, 30.97628035306146), (182333, 29.837933742063615), (181250, 26.653729024545175), (179179, 25.54990750450306), (181210, 24.895910315820515), (183214, 24.543013394685513), (181249, 24.161004525943376), (182326, 23.879189268494503), (179104, 23.333959035269082), (182361, 22.691515928019506), (181246, 20.134407403630814), (181243, 17.81251039543393), (179178, 17.561292767409835), (180949, 17.274327542206702), (179171, 16.490515725483803)]","static int verify_md5(HEVCContext *s, AVFrame *frame)
{
    const AVPixFmtDescriptor *desc = av_pix_fmt_desc_get(frame->format);
    int pixel_shift;
    int i, j;

    if (!desc)
        return AVERROR(EINVAL);

    pixel_shift = desc->comp[0].depth > 8;

    av_log(s->avctx, AV_LOG_DEBUG, ""Verifying checksum for frame with POC %d: "",
           s->poc);

    /* the checksums are LE, so we have to byteswap for >8bpp formats
     * on BE arches */
#if HAVE_BIGENDIAN
    if (pixel_shift && !s->checksum_buf) {
        av_fast_malloc(&s->checksum_buf, &s->checksum_buf_size,
                       FFMAX3(frame->linesize[0], frame->linesize[1],
                              frame->linesize[2]));
        if (!s->checksum_buf)
            return AVERROR(ENOMEM);
    }
#endif

    for (i = 0; frame->data[i]; i++) {
        int width  = s->avctx->coded_width;
        int height = s->avctx->coded_height;
        int w = (i == 1 || i == 2) ? (width  >> desc->log2_chroma_w) : width;
        int h = (i == 1 || i == 2) ? (height >> desc->log2_chroma_h) : height;
        uint8_t md5[16];

        av_md5_init(s->md5_ctx);
        for (j = 0; j < h; j++) {
            const uint8_t *src = frame->data[i] + j * frame->linesize[i];
#if HAVE_BIGENDIAN
            if (pixel_shift) {
                s->bdsp.bswap16_buf((uint16_t *) s->checksum_buf,
                                    (const uint16_t *) src, w);
                src = s->checksum_buf;
            }
#endif
            av_md5_update(s->md5_ctx, src, w << pixel_shift);
        }
        av_md5_final(s->md5_ctx, md5);

        if (!memcmp(md5, s->sei.picture_hash.md5[i], 16)) {
            av_log   (s->avctx, AV_LOG_DEBUG, ""plane %d - correct "", i);
            print_md5(s->avctx, AV_LOG_DEBUG, md5);
            av_log   (s->avctx, AV_LOG_DEBUG, ""; "");
        } else {
            av_log   (s->avctx, AV_LOG_ERROR, ""mismatching checksum of plane %d - "", i);
            print_md5(s->avctx, AV_LOG_ERROR, md5);
            av_log   (s->avctx, AV_LOG_ERROR, "" != "");
            print_md5(s->avctx, AV_LOG_ERROR, s->sei.picture_hash.md5[i]);
            av_log   (s->avctx, AV_LOG_ERROR, ""\n"");
            return AVERROR_INVALIDDATA;
        }
    }

    av_log(s->avctx, AV_LOG_DEBUG, ""\n"");

    return 0;
}
"
106004,"[(184066, 20.59811431837619), (184018, 19.760329955185274), (184017, 19.760329955185274), (184039, 19.654434957226684), (184027, 19.173203711201246), (184030, 19.156193858605842), (184025, 19.151951309973917), (184026, 19.026912934849722), (184060, 18.873255077656417), (184047, 18.7903907872754), (184020, 18.758737014675845), (184031, 18.750897839274298), (184067, 18.71044826406149), (184045, 18.64102745494404), (184068, 18.636380445307815), (184046, 18.631916278569257), (184054, 18.53934927210636), (184065, 18.4685283236855), (184053, 18.246955310881493), (184029, 18.178973649358507)]","bool JSTestInterface::getOwnPropertyDescriptor(JSObject* object, ExecState* exec, const Identifier& propertyName, PropertyDescriptor& descriptor)
{
    JSTestInterface* thisObject = jsCast<JSTestInterface*>(object);
    ASSERT_GC_OBJECT_INHERITS(thisObject, &s_info);
    return getStaticValueDescriptor<JSTestInterface, Base>(exec, &JSTestInterfaceTable, thisObject, propertyName, descriptor);
}
"
134740,"[(187191, 23.541841292460777), (187190, 21.675560429471453), (185624, 20.02420628307261), (186198, 19.637726162763986), (185213, 18.590444265210394), (186021, 17.449802856048887), (185223, 17.319846950334934), (185774, 16.521044065943553), (186025, 15.39096766142684), (186031, 14.288976590015634), (186508, 13.344559837384509), (185788, 13.151980624862189), (185211, 13.083475147440165), (186119, 13.04015719867269), (185654, 12.868145175298226), (185920, 11.900147421717785), (186022, 11.82736777662013), (184186, 11.047279387291834), (185530, 11.021161945652553), (184327, 10.917129539771206)]","content::ColorChooser* GuestViewBase::OpenColorChooser(
    WebContents* web_contents,
    SkColor color,
    const std::vector<content::ColorSuggestion>& suggestions) {
  if (!attached() || !embedder_web_contents()->GetDelegate())
    return nullptr;

  return embedder_web_contents()->GetDelegate()->OpenColorChooser(
      web_contents, color, suggestions);
}
"
17709,"[(188303, 9.99994166488269), (184701, 8.087991531286667), (184399, 8.082387586501923), (181600, 7.824759676092749), (185220, 7.707936583944271), (178442, 7.668482542308174), (187903, 7.377388469486054), (180960, 7.25272019770329), (184396, 7.209594571709903), (180931, 7.077528168319182), (187645, 7.055641786820807), (186907, 7.018528775337915), (185021, 6.857792255889189), (185022, 6.857792255889189), (184178, 6.593450336355009), (184590, 6.417759533972401), (186988, 6.355790272139966), (185553, 6.242732701470528), (187103, 6.1495965451287296), (184593, 6.055234779441644)]","DGAGetViewportStatus(int index)
{
    DGAScreenPtr pScreenPriv = DGA_GET_SCREEN_PRIV(screenInfo.screens[index]);

    /* We rely on the extension to check that DGA is active */

    if (!pScreenPriv->funcs->GetViewport)
        return 0;

    return (*pScreenPriv->funcs->GetViewport) (pScreenPriv->pScrn);
}
"
7664,"[(187481, 31.971760785046836), (187506, 27.34767884867792), (187467, 26.339100283609458), (183277, 24.991858575650078), (181689, 24.81734036527441), (183500, 22.171506708635903), (187505, 21.91611995939933), (182949, 21.881786365954518), (187519, 20.99905888778333), (179900, 20.457683124519455), (182952, 19.9289254298408), (187453, 19.4228828301582), (187478, 19.26047030986748), (187499, 18.82686866850502), (187960, 18.506742488798462), (187510, 18.259791028535368), (187962, 17.927479144543153), (187961, 17.91036243720101), (187491, 17.719718221782053), (181510, 17.245040025170542)]","static int handle_chmod(FsContext *fs_ctx, V9fsPath *fs_path, FsCred *credp)
{
    int fd, ret;
    struct handle_data *data = (struct handle_data *)fs_ctx->private;

    fd = open_by_handle(data->mountfd, fs_path->data, O_NONBLOCK);
    if (fd < 0) {
        return fd;
    }
    ret = fchmod(fd, credp->fc_mode);
    close(fd);
    return ret;
}
"
116478,"[(187259, 10.523292578894072), (183917, 8.13481268489463), (185408, 5.3652838265761815), (187352, 5.365218951828431), (183686, 5.095109934754687), (183684, 5.080203769912319), (187346, 5.0498917776500605), (183682, 4.980373168338721), (183683, 4.937052667441731), (183681, 4.880337549031022), (183680, 4.466453388304386), (185536, 4.372821646250498), (183678, 4.169044538221989), (187261, 4.165648540995877), (185820, 4.156281187265006), (186080, 4.148475870420189), (186946, 3.9312400957134606), (183873, 3.7969783159671615), (184523, 3.653318611797625), (183677, 3.6381852555565475)]","  void Add(ExtensionDevToolsClientHost* client_host) {
    client_hosts_.insert(client_host);
  }
"
169770,"[(181465, 73.80017058520751), (187313, 12.232289361466348), (186926, 8.949609877830794), (178381, 8.098690084605021), (180139, 7.856381605808241), (178216, 7.448502772411087), (180423, 7.1930388605473485), (180148, 6.407274913405289), (187491, 6.346553827287805), (180097, 6.266022631404586), (178434, 6.212225965790117), (179387, 6.184417160491811), (185203, 6.103137057151119), (184434, 6.031555074910794), (187490, 6.024436241304783), (182756, 5.641796568445598), (177991, 5.544653174384824), (180783, 5.4629558139663175), (180598, 5.245732878092961), (182799, 5.166445102958762)]","exsltDateDayInMonth (const xmlChar *dateTime)
{
    exsltDateValPtr dt;
    double ret;

    if (dateTime == NULL) {
#ifdef WITH_TIME
	dt = exsltDateCurrent();
	if (dt == NULL)
#endif
	    return xmlXPathNAN;
    } else {
	dt = exsltDateParse(dateTime);
	if (dt == NULL)
	    return xmlXPathNAN;
	if ((dt->type != XS_DATETIME) && (dt->type != XS_DATE) &&
	    (dt->type != XS_GMONTHDAY) && (dt->type != XS_GDAY)) {
	    exsltDateFreeDate(dt);
	    return xmlXPathNAN;
	}
    }

    ret = (double) dt->value.date.day;
    exsltDateFreeDate(dt);

    return ret;
}
"
158328,"[(186458, 12.471286159446768), (185348, 11.115730762562103), (186457, 9.657937185888397), (186612, 9.553136701308139), (185442, 9.305166797605036), (186613, 8.999562657344788), (187032, 8.769753336450876), (186914, 7.821364930307817), (185572, 7.729342825555344), (186413, 7.399373025041431), (187205, 7.364778723656543), (185622, 7.119868396012173), (185839, 7.105378628979714), (186876, 6.987157113724867), (180789, 6.982471951340667), (185579, 6.772666126973021), (186996, 6.750000749431086), (185451, 6.673738998569812), (182782, 6.651471017454881), (184944, 6.418577881506746)]","void RenderWidgetHostImpl::OnSetTooltipText(
    const base::string16& tooltip_text,
    WebTextDirection text_direction_hint) {
  if (!GetView())
    return;

  base::string16 wrapped_tooltip_text = tooltip_text;
  if (!tooltip_text.empty()) {
    if (text_direction_hint == blink::kWebTextDirectionLeftToRight) {
      wrapped_tooltip_text =
          base::i18n::GetDisplayStringInLTRDirectionality(wrapped_tooltip_text);
    } else if (text_direction_hint == blink::kWebTextDirectionRightToLeft &&
               !base::i18n::IsRTL()) {
      base::i18n::WrapStringWithRTLFormatting(&wrapped_tooltip_text);
    }
  }
  view_->SetTooltipText(wrapped_tooltip_text);
}
"
113586,"[(184487, 21.46678410536828), (184895, 13.431974476051426), (185346, 11.52696870328123), (184273, 10.758550281872962), (183638, 10.020575731747753), (185785, 9.997951954841506), (185492, 9.724446001076306), (186179, 9.385522317731798), (183963, 9.330130876118561), (186597, 9.199857212377973), (183600, 9.178064050353573), (186601, 9.106440725270861), (185136, 8.821292250929533), (186874, 8.607003288240735), (185756, 8.4736612497742), (182052, 8.459474762224833), (185807, 8.435495880134228), (185405, 8.390756005086603), (183582, 8.135116150876568), (187187, 8.130656535597087)]","bool AccessibilityUIElement::isCollapsed() const
{
    return false;
}
"
65072,"[(186254, 38.7300543144789), (185387, 37.99620584182304), (185943, 31.32093380964606), (185628, 29.023018656762982), (185757, 26.750347507552334), (185320, 24.31657962689985), (185758, 24.155305673779647), (177799, 20.95325193003718), (186814, 19.93903991706918), (182903, 19.446092011937584), (185944, 18.74721466959271), (185319, 18.306206865034344), (185388, 17.136494609711868), (179434, 16.26646030973159), (180067, 14.958083181125604), (186803, 14.63825955761597), (187363, 14.581755388103401), (179045, 14.236118097300022), (185945, 13.603536097730917), (184830, 13.427700409336465)]","static int pop_stack(struct bpf_verifier_env *env, int *prev_insn_idx)
{
	struct bpf_verifier_stack_elem *elem;
	int insn_idx;

	if (env->head == NULL)
		return -1;

	memcpy(&env->cur_state, &env->head->st, sizeof(env->cur_state));
	insn_idx = env->head->insn_idx;
	if (prev_insn_idx)
		*prev_insn_idx = env->head->prev_insn_idx;
	elem = env->head->next;
	kfree(env->head);
	env->head = elem;
	env->stack_size--;
	return insn_idx;
}
"
107630,"[(187178, 28.82761511155003), (185156, 28.576095679220963), (180533, 27.112048176764397), (180531, 25.50775851290866), (180095, 24.664472854743156), (184135, 23.610272595580735), (179079, 20.659057741500717), (183621, 20.0235296088448), (184943, 19.965004669745372), (185155, 19.421244785703728), (184670, 19.108483245290092), (182475, 18.468389623720903), (183906, 17.06542135022353), (187231, 16.893743700306363), (187735, 16.81032427935718), (183040, 16.631658364111278), (187238, 16.537827246944733), (183698, 14.078643774059497), (183041, 14.0057531197528), (187573, 13.506948959941816)]","Eina_Bool ewk_view_setting_encoding_detector_set(Evas_Object* ewkView, Eina_Bool enable)
{
    EWK_VIEW_SD_GET_OR_RETURN(ewkView, smartData, false);
    EWK_VIEW_PRIV_GET_OR_RETURN(smartData, priv, false);
    enable = !!enable;
    if (priv->settings.encodingDetector != enable) {
        priv->pageSettings->setUsesEncodingDetector(enable);
        priv->settings.encodingDetector = enable;
    }
    return true;
}
"
29485,"[(180663, 38.12741879689693), (179596, 32.85440636635261), (179440, 32.55449524389924), (179441, 31.31564587068028), (179901, 30.40886930226323), (181632, 30.064586369203333), (179934, 29.981673032097916), (179786, 29.28851357235951), (180720, 27.917118304017848), (183115, 27.467000763253914), (182521, 25.872693282292953), (182569, 25.571243098459046), (179442, 24.797752946436173), (180143, 23.923482261760558), (183161, 23.747158553374227), (180714, 23.569977566858363), (180150, 23.31302772075232), (180745, 23.27266106301236), (180142, 22.933854094693604), (179495, 22.600748482135725)]","static int oz_cdev_open(struct inode *inode, struct file *filp)
{
	struct oz_cdev *dev = container_of(inode->i_cdev, struct oz_cdev, cdev);

	oz_dbg(ON, ""major = %d minor = %d\n"", imajor(inode), iminor(inode));

	filp->private_data = dev;
	return 0;
}
"
20682,"[(179114, 27.443667207217793), (177898, 26.360967932936585), (177900, 25.61981081223314), (177897, 24.756248540053484), (177899, 23.88041636436153), (183080, 22.517270113863713), (186995, 21.10021596910651), (184991, 20.595953313521225), (184987, 17.777747738982484), (182895, 17.684606112432746), (187341, 17.482954234938862), (184997, 15.977858224669145), (181329, 15.239934152213788), (184491, 14.36222387775404), (187324, 14.331179850251305), (187308, 13.73256434485237), (187345, 13.414723847376997), (187348, 13.379038187727204), (187819, 11.986420913116607), (187349, 11.938516402547888)]","static int emulator_read_pmc(struct x86_emulate_ctxt *ctxt,
			     u32 pmc, u64 *pdata)
{
	return kvm_pmu_read_pmc(emul_to_vcpu(ctxt), pmc, pdata);
}
"
118103,"[(184938, 23.32734604747732), (185134, 18.53931418793624), (185136, 16.895634829741784), (186198, 15.94579418711012), (185774, 15.482572591584237), (186021, 13.678001003123274), (186031, 13.103458182583214), (186025, 12.94454451026208), (185654, 11.90670563423259), (185212, 11.142231239168881), (185920, 11.084121672755472), (184327, 10.901122316109925), (185211, 10.617822775578178), (185223, 10.128053408398383), (181864, 10.00641662260934), (187004, 9.918969372441438), (187958, 9.354832418790709), (185761, 9.304930791596604), (184935, 9.256166015871123), (185771, 9.213064857671704)]","void OneClickSigninHelper::SyncSetupCompletedCallback(
    OneClickSigninSyncStarter::SyncSetupResult result) {
  if (result == OneClickSigninSyncStarter::SYNC_SETUP_FAILURE &&
      web_contents()) {
    GURL current_url = web_contents()->GetVisibleURL();

    if (signin::IsContinueUrlForWebBasedSigninFlow(current_url) &&
        !signin::IsAutoCloseEnabledInURL(original_continue_url_)) {
      RedirectToNtpOrAppsPage(
          web_contents(),
          signin::GetSourceForPromoURL(original_continue_url_));
    }
  }
}
"
